pmid,label,sentence
21158707_2011.ann,7,"Chemopreventive agents with reported mechanisms targeting the epigenome include micronutrients (folate, selenium, retinoic acid, Vit. E), butyrate, polyphenols (from green tea, apples, coffee, and other dietary sources), genistein and soy isoflavones, parthenolide, curcumin, ellagitannin, indol-3-carbinol (I3C) and diindolylmethane (DIM), mahanine, nordihydroguaiaretic acid (NDGA), lycopene, sulfur-containing compounds from Allium and cruciferous vegetables (sulforaphane, phenylethyl isothiocyanate (PEITC), phenylhexyl isothiocyanate (PHI), diallyldisulfide (DADS), allyl mercaptan (AM)), antibiotics (mithramycin A, apicidin), pharmacological agents (celecoxib, DFMO, 5-aza-2'-deoxycytidine and zebularine), compounds affecting sirtuin activity (resveratrol, dihydrocoumarin, cambinol), inhibitors of histone acetyl transferases (anacardic acid, garcinol, ursodeoxycholic acid), and relatively unexplored modulators of histone lysine methylation (chaetocin, polyamine analogues, n-3 polyunsaturated fatty acids)."
21158707_2011.ann,7,"Chemopreventive agents with reported mechanisms targeting the epigenome include micronutrients (folate, selenium, retinoic acid, Vit. E), butyrate, polyphenols (from green tea, apples, coffee, and other dietary sources), genistein and soy isoflavones, parthenolide, curcumin, ellagitannin, indol-3-carbinol (I3C) and diindolylmethane (DIM), mahanine, nordihydroguaiaretic acid (NDGA), lycopene, sulfur-containing compounds from Allium and cruciferous vegetables (sulforaphane, phenylethyl isothiocyanate (PEITC), phenylhexyl isothiocyanate (PHI), diallyldisulfide (DADS), allyl mercaptan (AM)), antibiotics (mithramycin A, apicidin), pharmacological agents (celecoxib, DFMO, 5-aza-2'-deoxycytidine and zebularine), compounds affecting sirtuin activity (resveratrol, dihydrocoumarin, cambinol), inhibitors of histone acetyl transferases (anacardic acid, garcinol, ursodeoxycholic acid), and relatively unexplored modulators of histone lysine methylation (chaetocin, polyamine analogues, n-3 polyunsaturated fatty acids)."
21158707_2011.ann,7,"Chemopreventive agents with reported mechanisms targeting the epigenome include micronutrients (folate, selenium, retinoic acid, Vit. E), butyrate, polyphenols (from green tea, apples, coffee, and other dietary sources), genistein and soy isoflavones, parthenolide, curcumin, ellagitannin, indol-3-carbinol (I3C) and diindolylmethane (DIM), mahanine, nordihydroguaiaretic acid (NDGA), lycopene, sulfur-containing compounds from Allium and cruciferous vegetables (sulforaphane, phenylethyl isothiocyanate (PEITC), phenylhexyl isothiocyanate (PHI), diallyldisulfide (DADS), allyl mercaptan (AM)), antibiotics (mithramycin A, apicidin), pharmacological agents (celecoxib, DFMO, 5-aza-2'-deoxycytidine and zebularine), compounds affecting sirtuin activity (resveratrol, dihydrocoumarin, cambinol), inhibitors of histone acetyl transferases (anacardic acid, garcinol, ursodeoxycholic acid), and relatively unexplored modulators of histone lysine methylation (chaetocin, polyamine analogues, n-3 polyunsaturated fatty acids)."
21158707_2011.ann,7,"Chemopreventive agents with reported mechanisms targeting the epigenome include micronutrients (folate, selenium, retinoic acid, Vit. E), butyrate, polyphenols (from green tea, apples, coffee, and other dietary sources), genistein and soy isoflavones, parthenolide, curcumin, ellagitannin, indol-3-carbinol (I3C) and diindolylmethane (DIM), mahanine, nordihydroguaiaretic acid (NDGA), lycopene, sulfur-containing compounds from Allium and cruciferous vegetables (sulforaphane, phenylethyl isothiocyanate (PEITC), phenylhexyl isothiocyanate (PHI), diallyldisulfide (DADS), allyl mercaptan (AM)), antibiotics (mithramycin A, apicidin), pharmacological agents (celecoxib, DFMO, 5-aza-2'-deoxycytidine and zebularine), compounds affecting sirtuin activity (resveratrol, dihydrocoumarin, cambinol), inhibitors of histone acetyl transferases (anacardic acid, garcinol, ursodeoxycholic acid), and relatively unexplored modulators of histone lysine methylation (chaetocin, polyamine analogues, n-3 polyunsaturated fatty acids)."
21158707_2011.ann,7,"Chemopreventive agents with reported mechanisms targeting the epigenome include micronutrients (folate, selenium, retinoic acid, Vit. E), butyrate, polyphenols (from green tea, apples, coffee, and other dietary sources), genistein and soy isoflavones, parthenolide, curcumin, ellagitannin, indol-3-carbinol (I3C) and diindolylmethane (DIM), mahanine, nordihydroguaiaretic acid (NDGA), lycopene, sulfur-containing compounds from Allium and cruciferous vegetables (sulforaphane, phenylethyl isothiocyanate (PEITC), phenylhexyl isothiocyanate (PHI), diallyldisulfide (DADS), allyl mercaptan (AM)), antibiotics (mithramycin A, apicidin), pharmacological agents (celecoxib, DFMO, 5-aza-2'-deoxycytidine and zebularine), compounds affecting sirtuin activity (resveratrol, dihydrocoumarin, cambinol), inhibitors of histone acetyl transferases (anacardic acid, garcinol, ursodeoxycholic acid), and relatively unexplored modulators of histone lysine methylation (chaetocin, polyamine analogues, n-3 polyunsaturated fatty acids)."
21158707_2011.ann,7,"Chemopreventive agents with reported mechanisms targeting the epigenome include micronutrients (folate, selenium, retinoic acid, Vit. E), butyrate, polyphenols (from green tea, apples, coffee, and other dietary sources), genistein and soy isoflavones, parthenolide, curcumin, ellagitannin, indol-3-carbinol (I3C) and diindolylmethane (DIM), mahanine, nordihydroguaiaretic acid (NDGA), lycopene, sulfur-containing compounds from Allium and cruciferous vegetables (sulforaphane, phenylethyl isothiocyanate (PEITC), phenylhexyl isothiocyanate (PHI), diallyldisulfide (DADS), allyl mercaptan (AM)), antibiotics (mithramycin A, apicidin), pharmacological agents (celecoxib, DFMO, 5-aza-2'-deoxycytidine and zebularine), compounds affecting sirtuin activity (resveratrol, dihydrocoumarin, cambinol), inhibitors of histone acetyl transferases (anacardic acid, garcinol, ursodeoxycholic acid), and relatively unexplored modulators of histone lysine methylation (chaetocin, polyamine analogues, n-3 polyunsaturated fatty acids)."
15459021_2005.ann,7,"Colonic adenocarcinomas rapidly induced by the combined treatment with 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine and dextran sodium sulfate in male ICR mice possess beta-catenin gene mutations and increases immunoreactivity  for beta-catenin, cyclooxygenase-2 and inducible nitric oxide synthase."
15459021_2005.ann,7,"Colonic adenocarcinomas rapidly induced by the combined treatment with 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine and dextran sodium sulfate in male ICR mice possess beta-catenin gene mutations and increases immunoreactivity  for beta-catenin, cyclooxygenase-2 and inducible nitric oxide synthase."
18381954_2008.ann,7,"CONCLUSION: Collectively, our results suggest that curcumin potentiates the antitumor effects of radiation therapy in colorectal cancer by suppressing NF-kappaB and NF-kappaB-regulated gene products, leading to inhibition of proliferation and angiogenesis."
19706164_2009.ann,7,CONCLUSION: Our findings reveal that p53 increases human glioblastoma sensitivity to celecoxib.
11076880_2000.ann,7,CONCLUSIONS: Both sulindac and etodolac reduced the occurrence of ACF and induced an increase in APC mRNA in rat colon mucosa.
11076880_2000.ann,7,CONCLUSIONS: Both sulindac and etodolac reduced the occurrence of ACF and induced an increase in APC mRNA in rat colon mucosa.
19427195_2009.ann,7,CONCLUSIONS: FTS inhibits Ras activation and prevents preneoplastic liver nodule development by inducing apoptosis in transformed hepatocytes through activation of the Fas/Fas ligand system.
22486562_2012.ann,7,CONCLUSIONS: The novel effect of ROS on modulating KLF6(Full)  expression and its splice variants could play a relevant role in liver injury and in TNFalpha regulation.
22700541_2012.ann,7,"Consistently, expression of an oxidative-stress-inducible gene heme oxygenase-1 (HO-1) was upregulated in the livers of the arsenic group."
22700541_2012.ann,7,"Consistently, expression of an oxidative-stress-inducible gene heme oxygenase-1 (HO-1) was upregulated in the livers of the arsenic group."
22700541_2012.ann,7,"Consistently, expression of an oxidative-stress-inducible gene heme oxygenase-1 (HO-1) was upregulated in the livers of the arsenic group."
28230855_2017.ann,7,"Consistently, we found that simvastatin also increased p21 and p27 expression in  tumor sections by reducing Skp2 expression and inducing AMPK activation and STAT3 suppression in the same tumor tissues."
17704804_2008.ann,7,"Conversely, IEX-1 overexpression in Colo320mut cells caused an increase of basal  and TNFalpha- or 5-FU-induced apoptosis, an effect not further triggered by G17 treatment."
20540746_2010.ann,7,"Conversely, MBO-asGCS treatments decreased globo series GSLs (Gb3, Gb4), cSrc kinase and nuclear beta-catenin, and suppressed MDR-1 expression in dose-dependent pattern."
15882924_2006.ann,7,Correction of malignant behavior of tumor cells by traditional Chinese herb medicine through a restoration of p53.
27323401_2016.ann,7,Cr(VI) caused  a significant increase of miR-21 expression associated with an inhibition of PDCD4 expression.
26300002_2016.ann,7,CRC-associated symptoms of patients including intestinal bleeding and anaemia were faithfully mimicked in AOM-treated MybER transgenic mice and implicated hypoxia and vessel leakage identifying an additional pathogenic role for Myb.
26528816_2015.ann,7,"Ctnnb1 hemizygous dose markedly inhibited increases in beta-catenin levels in the cytoplasm and nucleus following Apc inactivation in colon epithelium, with attenuated expression of key beta-catenin/TCF-regulated target genes, including those encoding the EphB2/B3 receptors, the stem cell marker Lgr5, and Myc, leading to maintenance of crypt compartmentalization and restriction of stem and proliferating cells to the crypt base."
20824699_2011.ann,7,"Curcumin suppressed the expression of proteins related to cell survival (bcl-2 and bcl-xL), proliferation (cyclin D1 and c-myc), tumor invasion (MMP-9 and ICAM-1) and angiogenesis (VEGF), and microvessel density."
20824699_2011.ann,7,"Curcumin suppressed the expression of proteins related to cell survival (bcl-2 and bcl-xL), proliferation (cyclin D1 and c-myc), tumor invasion (MMP-9 and ICAM-1) and angiogenesis (VEGF), and microvessel density."
20824699_2011.ann,7,"Curcumin suppressed the expression of proteins related to cell survival (bcl-2 and bcl-xL), proliferation (cyclin D1 and c-myc), tumor invasion (MMP-9 and ICAM-1) and angiogenesis (VEGF), and microvessel density."
12727805_2003.ann,7,"Cyp2b20,  growth arrest- and damage-inducible gene beta (Gadd45beta), tumor necrosis factor alpha-induced protein 2 and insulin-like growth factor binding protein 1 (Igfbp5) genes and proteins were upregulated by oxazepam, and Cyp2b20, Cyclin D1, proliferating cell nuclear antigen, Igfbp5, Gadd45beta and cell death-inducing DNA fragmentation factor alpha subunit-like effector A exhibited higher expression after Wy-14,643 treatment."
12727805_2003.ann,7,"Cyp2b20,  growth arrest- and damage-inducible gene beta (Gadd45beta), tumor necrosis factor alpha-induced protein 2 and insulin-like growth factor binding protein 1 (Igfbp5) genes and proteins were upregulated by oxazepam, and Cyp2b20, Cyclin D1, proliferating cell nuclear antigen, Igfbp5, Gadd45beta and cell death-inducing DNA fragmentation factor alpha subunit-like effector A exhibited higher expression after Wy-14,643 treatment."
12727805_2003.ann,7,"Cyp2b20,  growth arrest- and damage-inducible gene beta (Gadd45beta), tumor necrosis factor alpha-induced protein 2 and insulin-like growth factor binding protein 1 (Igfbp5) genes and proteins were upregulated by oxazepam, and Cyp2b20, Cyclin D1, proliferating cell nuclear antigen, Igfbp5, Gadd45beta and cell death-inducing DNA fragmentation factor alpha subunit-like effector A exhibited higher expression after Wy-14,643 treatment."
11532874_2001.ann,7,"DCA, TCA and to a lesser extent chloroform decreased the methylation and  increased the mRNA expression of the c-myc gene."
11532874_2001.ann,7,"DCA, TCA and to a lesser extent chloroform decreased the methylation and  increased the mRNA expression of the c-myc gene."
11532874_2001.ann,7,"DCA, TCA and to a lesser extent chloroform decreased the methylation and  increased the mRNA expression of the c-myc gene."
19461054_2009.ann,7,"DHMEQ-treated cells exhibited DNA damage, as evaluated by accumulation in nuclear foci of phospho-H2AX, which was completely reversed by NAC. Moreover, DHMEQ induced the expression of genes involved in the endoplasmic reticulum stress response (GRP78, CHOP, TRB3) and promoted the splicing of XBP1 mRNA in a dose-dependent fashion in both cell lines, which was reversed in the presence of NAC."
20061362_2010.ann,7,"Dietary intake of pterostilbene, a constituent of blueberries, inhibits the beta-catenin/p65 downstream signaling pathway and colon carcinogenesis in rats."
20061362_2010.ann,7,"Dietary intake of pterostilbene, a constituent of blueberries, inhibits the beta-catenin/p65 downstream signaling pathway and colon carcinogenesis in rats."
26528816_2015.ann,7,"Differential expression of selected beta-catenin/TCF-regulated genes, such as Myc, likely underlies context-dependent effects of Ctnnb1 gene dosage in tumorigenesis."
19147571_2009.ann,7,"Down-regulation of Notch signaling also prevented the induction of prosurvival pathways, most notably phosphoinositide kinase-3/Akt, after oxaliplatin."
20540746_2010.ann,7,"Doxorubicin treatment induced GCS and MDR1 expression in tumors, but MBO-asGCS treatment eliminated ""in-vivo"" growth of drug-resistant tumor (NCI/ADR-RES)."
18722373_2008.ann,7,Effect of antisense oligodeoxy nucleotides against c-Myc and E2F1 was studied in human HCC  cell lines.
11532874_2001.ann,7,Effect of chloroform on dichloroacetic acid and trichloroacetic acid-induced hypomethylation and expression of the c-myc gene and on their promotion of liver  and kidney tumors in mice.
11532874_2001.ann,7,Effect of chloroform on dichloroacetic acid and trichloroacetic acid-induced hypomethylation and expression of the c-myc gene and on their promotion of liver  and kidney tumors in mice.
19706164_2009.ann,7,Enhanced sensitivity of celecoxib in human glioblastoma cells: Induction of DNA damage leading to p53-dependent G1 cell cycle arrest and autophagy.
18524889_2008.ann,7,Erlotinib induces mitochondrial-mediated apoptosis in human H3255 non-small-cell  lung cancer cells with epidermal growth factor receptorL858R mutation through mitochondrial oxidative phosphorylation-dependent activation of BAX and BAK.
18524889_2008.ann,7,Erlotinib induces mitochondrial-mediated apoptosis in human H3255 non-small-cell  lung cancer cells with epidermal growth factor receptorL858R mutation through mitochondrial oxidative phosphorylation-dependent activation of BAX and BAK.
18524889_2008.ann,7,Erlotinib induces mitochondrial-mediated apoptosis in human H3255 non-small-cell  lung cancer cells with epidermal growth factor receptorL858R mutation through mitochondrial oxidative phosphorylation-dependent activation of BAX and BAK.
12800193_2003.ann,7,Expression profiling of CC531 colon carcinoma cells reveals similar regulation of beta-catenin target genes by both butyrate and aspirin.
12800193_2003.ann,7,Expression profiling of CC531 colon carcinoma cells reveals similar regulation of beta-catenin target genes by both butyrate and aspirin.
21543203_2012.ann,7,"Flavokawain B also down-regulate Bcl-2 with concomitant increase in Bax level, which resulted in release of cytochrome c."
25435367_2015.ann,7,"For therapy of advanced MTC, the Food and Drug Administration recently approved vandetanib and cabozantinib, the tyrosine kinase inhibitors targeting RET, vascular endothelial growth factor receptor, epidermal growth factor receptor and/or c-MET."
25435367_2015.ann,7,"For therapy of advanced MTC, the Food and Drug Administration recently approved vandetanib and cabozantinib, the tyrosine kinase inhibitors targeting RET, vascular endothelial growth factor receptor, epidermal growth factor receptor and/or c-MET."
15538739_2004.ann,7,"Formalin-fixed, paraffin wax-embedded pre-operative biopsies (n = 14) and surgical resection specimens (n = 40) from patients with rectal carcinoma (clinical UICC stage II/III) receiving neo-adjuvant 5-FU-based chemoradiotherapy were studied for TS-, TP-, and DPD-gene expression by quantitative TaqMan real-time PCR after laser microdissection."
20372080_2010.ann,7,FoxM1 expression and activity in cancer cells can be targeted using PPARgamma agonists or the anti-neoplastic antibiotic mithramycin.
19427195_2009.ann,7,"FTS abrogates DEN-induced Ras membrane activity, increases Tunel positive cells in transformed, GSTp-expressing hepatocytes, up-regulates caspase 3 and 8 activity, induces Fas,  Fas ligand and JNK phosphorylation that occurs independently of TNFalpha and Trail."
24036141_2013.ann,7,Further studies revealed that TFSC induced HCC cell apoptosis and inhibited expressional levels of NF-kappaB responsive genes in transplanted tumor tissues.
27458137_2016.ann,7,"Furthermore, calcitriol (the active form of vitamin D) suppressed CYP3A4 expression by activating miR-627."
19435869_2009.ann,7,"Furthermore, PSI treatment increased levels of Bax, cytochrome c, activated caspase-3, active  caspase-9, and cleaved poly(ADP-ribose) polymerase and decreased both Bcl-2 expression levels and extracellular signal-regulated kinase-1/2 activity."
19435869_2009.ann,7,"Furthermore, PSI treatment increased levels of Bax, cytochrome c, activated caspase-3, active  caspase-9, and cleaved poly(ADP-ribose) polymerase and decreased both Bcl-2 expression levels and extracellular signal-regulated kinase-1/2 activity."
18339878_2008.ann,7,"Furthermore, the cancer cells showed increased levels of activated caspase-3 and  increased Bax to Bcl-2 and Bax to Bcl-xL ratios, suggesting that the cells were undergoing apoptosis."
27323401_2016.ann,7,"Furthermore, the Cr(VI) induced inhibition of PDCD4 suppressed downstream E-cadherin protein expression, but promoted beta-catenin/TCF-dependent transcription of uPAR and c-Myc."
27323401_2016.ann,7,"Furthermore, the Cr(VI) induced inhibition of PDCD4 suppressed downstream E-cadherin protein expression, but promoted beta-catenin/TCF-dependent transcription of uPAR and c-Myc."
19147571_2009.ann,7,gamma-Secretase inhibitors abrogate oxaliplatin-induced activation of the Notch-1 signaling pathway in colon cancer cells resulting in enhanced chemosensitivity.
19147571_2009.ann,7,gamma-Secretase inhibitors abrogate oxaliplatin-induced activation of the Notch-1 signaling pathway in colon cancer cells resulting in enhanced chemosensitivity.
17638894_2007.ann,7,Gefitinib treatment diminished phosphorylation of the ErbB-3 > EGFR > HER2/neu and signal transducers and activators of transcriptions in a dose-dependent fashion.
17638894_2007.ann,7,Gefitinib treatment diminished phosphorylation of the ErbB-3 > EGFR > HER2/neu and signal transducers and activators of transcriptions in a dose-dependent fashion.
18852136_2008.ann,7,"Gene expression analysis of a Bcl-2 family of genes and antioxidant enzymes revealed that t-PTER + QUER treatment preferentially promotes, in HT-29 cells growing in vivo, (a) superoxide dismutase 2 overexpression ( approximately 5.7-fold, via specificity protein 1-dependent transcription regulation) and (b) down-regulation of bcl-2 expression ( approximately 3.3-fold, via inhibition of nuclear factor-kappaB activation)."
18852136_2008.ann,7,"Gene expression analysis of a Bcl-2 family of genes and antioxidant enzymes revealed that t-PTER + QUER treatment preferentially promotes, in HT-29 cells growing in vivo, (a) superoxide dismutase 2 overexpression ( approximately 5.7-fold, via specificity protein 1-dependent transcription regulation) and (b) down-regulation of bcl-2 expression ( approximately 3.3-fold, via inhibition of nuclear factor-kappaB activation)."
22008536_2011.ann,7,"Genes encoding DNA damage-inducible 45 (GADD45) family proteins, in particular GADD45g (GADD45 gamma) were down-regulated by treatment with either PB or CF for 4 and 13 weeks."
19221000_2009.ann,7,"Genistein and 5Aza-C treatment significantly decreased promoter methylation, reactivating BTG3 expression."
18164116_2008.ann,7,"Global gene expression analysis and subsequent quantitative real-time reverse transcription-polymerase chain reaction revealed that BNF induced not only the 'AhR gene battery'Cyp1a1, Cyp1a2, Cyp1b1, Nqo1, Aldh3a1 and Ugt1a6 but also the transcription factor NF-E2-related factor 2 (Nrf2)-regulated genes such as Gstm1, Gpx2, Akr7a3 and Yc2 (and also Nqo1), presumably due to the adaptive response against BNF-triggered oxidative stress responses."
18164116_2008.ann,7,"Global gene expression analysis and subsequent quantitative real-time reverse transcription-polymerase chain reaction revealed that BNF induced not only the 'AhR gene battery'Cyp1a1, Cyp1a2, Cyp1b1, Nqo1, Aldh3a1 and Ugt1a6 but also the transcription factor NF-E2-related factor 2 (Nrf2)-regulated genes such as Gstm1, Gpx2, Akr7a3 and Yc2 (and also Nqo1), presumably due to the adaptive response against BNF-triggered oxidative stress responses."
20540746_2010.ann,7,Glucosylceramide synthase upregulates MDR1 expression in the regulation of cancer drug resistance through cSrc and beta-catenin signaling.
20943371_2011.ann,7,"Grifolin, a potent antitumour natural product upregulates death-associated protein kinase 1 DAPK1 via p53 in nasopharyngeal carcinoma cells."
20540746_2010.ann,7,"GSLs, in particular globo series GSLs mediate gene expression of MDR1 through cSrc and beta-catenin signaling pathway."
20540746_2010.ann,7,"GSLs, in particular globo series GSLs mediate gene expression of MDR1 through cSrc and beta-catenin signaling pathway."
7585603_1995.ann,7,"GST-P gene expression linked to a reporter gene was specifically suppressed by cotransfection with a PPAR alpha expression plasmid in the presence of the peroxisome proliferator, clofibrate."
23939942_2014.ann,7,H(2)O(2) also stimulated expression of Gadd45b in cultured cells.
11532874_2001.ann,7,"Hence, chloroform prevented the hypomethylation and increased mRNA expression of the c-myc gene and the promotion of liver tumors by DCA, while enhancing DCA-promotion of kidney tumors."
20372080_2010.ann,7,"Here we show that Sp1 binds to the FoxM1 promoter region and positively regulates FoxM1 transcription, while mithramycin, a chemotherapy drug that specifically binds GC rich sequences in the DNA and inhibits activities of Sp1, inhibits expression of FoxM1."
20372080_2010.ann,7,"Here we show that Sp1 binds to the FoxM1 promoter region and positively regulates FoxM1 transcription, while mithramycin, a chemotherapy drug that specifically binds GC rich sequences in the DNA and inhibits activities of Sp1, inhibits expression of FoxM1."
18417481_2008.ann,7,"Here, we describe the functional characterization of a novel rat mutant model in which the MMR gene Msh6 has been  genetically inactivated by N-ethyl-N-nitrosourea-driven target-selected mutagenesis."
18524889_2008.ann,7,"Here, we investigated the effect of erlotinib  on apoptotic signal pathways in H3255 cells with the EGFR(L858R) mutation."
18524889_2008.ann,7,"Here, we investigated the effect of erlotinib  on apoptotic signal pathways in H3255 cells with the EGFR(L858R) mutation."
18524889_2008.ann,7,"Here, we investigated the effect of erlotinib  on apoptotic signal pathways in H3255 cells with the EGFR(L858R) mutation."
12902981_2003.ann,7,"Here, we report that NaB specifically represses the expression of the  MUC2 gene, a differentiation marker of the secretory goblet cell lineage, in forskolin- and 12-O-tetradecanoylphorbol 13-acetate-induced HT29 cells, and Cl.16E cells, a clonal derivative of HT29 cells that spontaneously differentiates into goblet cells."
21205878_2011.ann,7,Hes1 induction was mediated by beta-catenin and resulted from both the induction of the Notch ligand/receptor and Notch-independent control of the Hes1 promoter by beta-catenin.
27323401_2016.ann,7,Hexavalent chromium induces malignant transformation of human lung bronchial epithelial cells via ROS-dependent activation of miR-21-PDCD4 signaling.
19384949_2009.ann,7,Histone deacetylase inhibitors suppress thymidylate synthase gene expression and  synergize with the fluoropyrimidines in colon cancer cells.
20442315_2010.ann,7,"HO-3867 induced G(2)-M cell cycle arrest in A2780 cells by modulating cell cycle regulatory molecules p53, p21, p27, cyclin-dependent kinase 2, and cyclin,  and promoted apoptosis by caspase-8 and caspase-3 activation."
25721086_2015.ann,7,"However, pretreatments with selective mitogen-activated protein kinase (MAPK) inhibitors, SB203580 (p38 inhibitor) and PD0325901 (ERK1/2 inhibitor), significantly suppressed the activation of EGCG on BTG2 expression."
19934284_2009.ann,7,"Importantly, cotreatment with low doses of oligoamines and a DNA methyltransferase inhibitor highly induces the reexpression of the aberrantly silenced SFRP2 gene and results in significant inhibition of the growth of established tumors in a human colon tumor model in vivo."
19934284_2009.ann,7,"Importantly, cotreatment with low doses of oligoamines and a DNA methyltransferase inhibitor highly induces the reexpression of the aberrantly silenced SFRP2 gene and results in significant inhibition of the growth of established tumors in a human colon tumor model in vivo."
22579649_2012.ann,7,"In addition, a reporter assay indicated that the FXRE promoter activity was significantly increased by treatment with ACR plus GW4064."
27486174_2016.ann,7,"In addition, PIM kinases activate MYC signaling and mRNA translation in prostate cancer and cooperate with MYC to accelerate tumorigenesis."
17715378_2007.ann,7,"In addition, treatment of nude mice with isochaihulactone increased the in vivo NAG-1 expression as examined by immunohistochemistry from tumor biopsy."
22832932_2012.ann,7,"In addition, ursolic acid suppressed EGF receptor (EGFR) and induced p53 and p21 expression."
26342199_2015.ann,7,"In AR-positive bladder cancer cell lines, dihydrotestosterone treatment increased ELK1 expression (mRNA, protein) and its nuclear translocation, ELK1 transcriptional activity, and c-fos  expression, which was restored by an anti-androgen hydroxyflutamide."
15538739_2004.ann,7,"In conclusion, this study shows that TS gene expression in a pretreatment biopsy predicts the response of local rectal cancer  to neo-adjuvant 5-FU-based chemoradiotherapy in a high percentage."
12717389_2003.ann,7,"In conclusion, troglitazone attenuated Skp2 expression, thereby promoting p27(Kip1) accumulation in human hepatoma cells."
24819614_2014.ann,7,"In conclusion, we found that U0126 is an atypical PXR ligand that via direct (binding and activation of PXR) and indirect (SHP dowregulation) mechanisms selectively restores CYP3A genes in HepG2 cells."
18790750_2008.ann,7,"In LNCaP cells, caspase-mediated apoptosis induction by PGG was associated with and mediated in major part by activation of p53 as established through small interfering RNA knockdown and dominant-negative mutant approaches."
18790750_2008.ann,7,"In LNCaP cells, caspase-mediated apoptosis induction by PGG was associated with and mediated in major part by activation of p53 as established through small interfering RNA knockdown and dominant-negative mutant approaches."
26528816_2015.ann,7,"In mouse ovarian endometrioid adenocarcinomas (OEAs) arising  from Apc- and Pten-inactivation, while Ctnnb1 hemizygous dose affected beta-catenin levels and some beta-catenin/TCF target genes, Myc induction was retained and OEAs arose in a fashion akin to that seen with intact Ctnnb1 gene dose."
17417771_2007.ann,7,"In summary,  SAHA inhibited the growth of human pancreatic cancer cells by inducing apoptosis, differentiation and cell cycle arrest, as well as increase in the expression of several tumor suppressor genes."
17999742_2007.ann,7,"In summary, the small molecule inhibitor imatinib attenuates stromal cell proliferation in PDGF-C-induced HCC, which coincides with decreased expression of both CD34 and PDGFRalpha, and activated Akt."
27607580_2016.ann,7,"In the H1373 xenograft model, treatment with JQ1 significantly reduced tumor growth and downregulated the expression of c-Myc."
15754328_2005.ann,7,"In the present study, we report that in vitro treatment of primary hepatoma, HepG2 (wild-type p53), PLC/PRF/5 (p53-mutant), and Hep3B (p53-deleted) cells with 2-chloroethyl-3-sarcosinamide-1-nitrosourea (SarCNU) resulted in upregulation of  p53, p21(Cip1/Waf1), phosphorylated cdc-2 at Tyr15 in wild-type p53 cells and phosphorylation of cdc-2 at Tyr15 in p53-mutant or p53-deleted hepatoma cells."
15754328_2005.ann,7,"In the present study, we report that in vitro treatment of primary hepatoma, HepG2 (wild-type p53), PLC/PRF/5 (p53-mutant), and Hep3B (p53-deleted) cells with 2-chloroethyl-3-sarcosinamide-1-nitrosourea (SarCNU) resulted in upregulation of  p53, p21(Cip1/Waf1), phosphorylated cdc-2 at Tyr15 in wild-type p53 cells and phosphorylation of cdc-2 at Tyr15 in p53-mutant or p53-deleted hepatoma cells."
15754328_2005.ann,7,"In the present study, we report that in vitro treatment of primary hepatoma, HepG2 (wild-type p53), PLC/PRF/5 (p53-mutant), and Hep3B (p53-deleted) cells with 2-chloroethyl-3-sarcosinamide-1-nitrosourea (SarCNU) resulted in upregulation of  p53, p21(Cip1/Waf1), phosphorylated cdc-2 at Tyr15 in wild-type p53 cells and phosphorylation of cdc-2 at Tyr15 in p53-mutant or p53-deleted hepatoma cells."
15754328_2005.ann,7,"In the present study, we report that in vitro treatment of primary hepatoma, HepG2 (wild-type p53), PLC/PRF/5 (p53-mutant), and Hep3B (p53-deleted) cells with 2-chloroethyl-3-sarcosinamide-1-nitrosourea (SarCNU) resulted in upregulation of  p53, p21(Cip1/Waf1), phosphorylated cdc-2 at Tyr15 in wild-type p53 cells and phosphorylation of cdc-2 at Tyr15 in p53-mutant or p53-deleted hepatoma cells."
15754328_2005.ann,7,"In the present study, we report that in vitro treatment of primary hepatoma, HepG2 (wild-type p53), PLC/PRF/5 (p53-mutant), and Hep3B (p53-deleted) cells with 2-chloroethyl-3-sarcosinamide-1-nitrosourea (SarCNU) resulted in upregulation of  p53, p21(Cip1/Waf1), phosphorylated cdc-2 at Tyr15 in wild-type p53 cells and phosphorylation of cdc-2 at Tyr15 in p53-mutant or p53-deleted hepatoma cells."
15754328_2005.ann,7,"In the present study, we report that in vitro treatment of primary hepatoma, HepG2 (wild-type p53), PLC/PRF/5 (p53-mutant), and Hep3B (p53-deleted) cells with 2-chloroethyl-3-sarcosinamide-1-nitrosourea (SarCNU) resulted in upregulation of  p53, p21(Cip1/Waf1), phosphorylated cdc-2 at Tyr15 in wild-type p53 cells and phosphorylation of cdc-2 at Tyr15 in p53-mutant or p53-deleted hepatoma cells."
19384949_2009.ann,7,"In this study, we demonstrate that the histone deacetylase inhibitors (HDACi) vorinostat and LBH589 significantly downregulate TS gene expression in a panel of colon cancer cell lines."
19384949_2009.ann,7,"In this study, we demonstrate that the histone deacetylase inhibitors (HDACi) vorinostat and LBH589 significantly downregulate TS gene expression in a panel of colon cancer cell lines."
19384949_2009.ann,7,"In this study, we demonstrate that the histone deacetylase inhibitors (HDACi) vorinostat and LBH589 significantly downregulate TS gene expression in a panel of colon cancer cell lines."
11753661_2001.ann,7,"In tumors from mice treated with DEN alone, the prevalence of Ha-ras mutations was approximately 30% (6/20), while no beta-catenin mutations (0/13) were detectable in tumors of this treatment group."
